Delivery Date,Delivery Hour,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,DayStatus,Temperature in F,Load in Houston,Settlement Point Price
11/8/2016,17,N,LZ_HOUSTON,LZ,Weekday,58,11005.68,18.05
11/8/2016,18,N,LZ_HOUSTON,LZ,Weekday,61,11319.14,23.46
11/8/2016,19,N,LZ_HOUSTON,LZ,Weekday,63,11404.28,24.27
11/8/2016,20,N,LZ_HOUSTON,LZ,Weekday,65,11260.2,23.27
11/8/2016,21,N,LZ_HOUSTON,LZ,Weekday,66,11001.75,20.01
11/8/2016,22,N,LZ_HOUSTON,LZ,Weekday,65,10520.28,17.63
11/8/2016,23,N,LZ_HOUSTON,LZ,Weekday,65,9911.03,16.43
11/8/2016,24,N,LZ_HOUSTON,LZ,Weekday,61,9352.13,16.26
11/9/2016,1,N,LZ_HOUSTON,LZ,Weekday,59,8916.86,15
11/9/2016,2,N,LZ_HOUSTON,LZ,Weekday,58,8584.12,14.79
11/9/2016,3,N,LZ_HOUSTON,LZ,Weekday,57,8386.16,14.37
11/9/2016,4,N,LZ_HOUSTON,LZ,Weekday,57,8288.3,14.7
11/9/2016,5,N,LZ_HOUSTON,LZ,Weekday,57,8428.93,15.79
11/9/2016,6,N,LZ_HOUSTON,LZ,Weekday,57,9027.04,17.27
11/9/2016,7,N,LZ_HOUSTON,LZ,Weekday,57,9814.58,19.28
11/9/2016,8,N,LZ_HOUSTON,LZ,Weekday,56,10010.56,17.69
11/9/2016,9,N,LZ_HOUSTON,LZ,Weekday,56,10226.91,18.59
11/9/2016,10,N,LZ_HOUSTON,LZ,Weekday,55,10465.78,19.35
11/9/2016,11,N,LZ_HOUSTON,LZ,Weekday,54,10704.18,19.3
11/9/2016,12,N,LZ_HOUSTON,LZ,Weekday,55,10892.87,19.22
11/9/2016,13,N,LZ_HOUSTON,LZ,Weekday,55,10985.66,19.45
11/9/2016,14,N,LZ_HOUSTON,LZ,Weekday,55,11076.09,19.29
11/9/2016,15,N,LZ_HOUSTON,LZ,Weekday,56,11088.82,18.95
11/9/2016,16,N,LZ_HOUSTON,LZ,Weekday,59,11040.67,18.97
11/9/2016,17,N,LZ_HOUSTON,LZ,Weekday,61,11019.64,19.04
11/9/2016,18,N,LZ_HOUSTON,LZ,Weekday,63,11235.66,25.7
11/9/2016,19,N,LZ_HOUSTON,LZ,Weekday,66,11416.97,22.89
11/9/2016,20,N,LZ_HOUSTON,LZ,Weekday,69,11221.07,20.5
11/9/2016,21,N,LZ_HOUSTON,LZ,Weekday,69,10866.23,19.65
11/9/2016,22,N,LZ_HOUSTON,LZ,Weekday,68,10310.4,18.94
11/9/2016,23,N,LZ_HOUSTON,LZ,Weekday,69,9588.07,17.86
11/9/2016,24,N,LZ_HOUSTON,LZ,Weekday,68,8865.65,16.64
11/10/2016,1,N,LZ_HOUSTON,LZ,Weekday,65,8411.25,15.52
11/10/2016,2,N,LZ_HOUSTON,LZ,Weekday,64,8140.33,15.24
11/10/2016,3,N,LZ_HOUSTON,LZ,Weekday,63,7983.35,14.92
11/10/2016,4,N,LZ_HOUSTON,LZ,Weekday,61,7949.17,14.34
11/10/2016,5,N,LZ_HOUSTON,LZ,Weekday,60,8082.07,14.49
11/10/2016,6,N,LZ_HOUSTON,LZ,Weekday,59,8656.94,16.09
11/10/2016,7,N,LZ_HOUSTON,LZ,Weekday,58,9404.47,23.81
11/10/2016,8,N,LZ_HOUSTON,LZ,Weekday,58,9531.45,17.78
11/10/2016,9,N,LZ_HOUSTON,LZ,Weekday,57,9831.89,17.6
11/10/2016,10,N,LZ_HOUSTON,LZ,Weekday,57,10154.78,18.16
11/10/2016,11,N,LZ_HOUSTON,LZ,Weekday,57,10417.22,18.25
11/10/2016,12,N,LZ_HOUSTON,LZ,Weekday,57,10666.04,18.51
11/10/2016,13,N,LZ_HOUSTON,LZ,Weekday,56,10752.5,18.4
11/10/2016,14,N,LZ_HOUSTON,LZ,Weekday,56,10874.45,18.79
11/10/2016,15,N,LZ_HOUSTON,LZ,Weekday,57,10819.94,18.7
11/10/2016,16,N,LZ_HOUSTON,LZ,Weekday,58,10690.12,18.63
11/10/2016,17,N,LZ_HOUSTON,LZ,Weekday,59,10641.97,18.3
11/10/2016,18,N,LZ_HOUSTON,LZ,Weekday,63,10880.39,19.21
11/10/2016,19,N,LZ_HOUSTON,LZ,Weekday,66,10934.78,19.39
11/10/2016,20,N,LZ_HOUSTON,LZ,Weekday,69,10738.58,18.47
11/10/2016,21,N,LZ_HOUSTON,LZ,Weekday,71,10457.08,17.84
11/10/2016,22,N,LZ_HOUSTON,LZ,Weekday,73,10013.85,16.96
11/10/2016,23,N,LZ_HOUSTON,LZ,Weekday,73,9369.71,15.43
11/10/2016,24,N,LZ_HOUSTON,LZ,Weekday,71,8751.43,15.05
11/11/2016,1,N,LZ_HOUSTON,LZ,Public Holiday,66,8298.82,13.8
11/11/2016,2,N,LZ_HOUSTON,LZ,Public Holiday,63,8042.88,13.33
11/11/2016,3,N,LZ_HOUSTON,LZ,Public Holiday,61,7895.55,12.76
11/11/2016,4,N,LZ_HOUSTON,LZ,Public Holiday,61,7875.71,13.08
11/11/2016,5,N,LZ_HOUSTON,LZ,Public Holiday,60,8052.82,13.62
11/11/2016,6,N,LZ_HOUSTON,LZ,Public Holiday,58,8610.37,15.12
11/11/2016,7,N,LZ_HOUSTON,LZ,Public Holiday,58,9371.25,16.91
11/11/2016,8,N,LZ_HOUSTON,LZ,Public Holiday,57,9589.75,16.21
11/11/2016,9,N,LZ_HOUSTON,LZ,Public Holiday,56,9830.58,16.9
11/11/2016,10,N,LZ_HOUSTON,LZ,Public Holiday,55,10107.09,17.78
11/11/2016,11,N,LZ_HOUSTON,LZ,Public Holiday,54,10357.55,18.5
11/11/2016,12,N,LZ_HOUSTON,LZ,Public Holiday,54,10551.1,18.88
11/11/2016,13,N,LZ_HOUSTON,LZ,Public Holiday,54,10683.55,19.54
11/11/2016,14,N,LZ_HOUSTON,LZ,Public Holiday,53,10892.2,19.89
11/11/2016,15,N,LZ_HOUSTON,LZ,Public Holiday,54,10951.79,19.76
11/11/2016,16,N,LZ_HOUSTON,LZ,Public Holiday,59,10889.1,19.56
11/11/2016,17,N,LZ_HOUSTON,LZ,Public Holiday,65,10748.13,19.53
11/11/2016,18,N,LZ_HOUSTON,LZ,Public Holiday,69,10776.38,19.55
11/11/2016,19,N,LZ_HOUSTON,LZ,Public Holiday,71,10805.05,19.43
11/11/2016,20,N,LZ_HOUSTON,LZ,Public Holiday,72,10495.52,18.73
11/11/2016,21,N,LZ_HOUSTON,LZ,Public Holiday,74,10215.41,17.67
11/11/2016,22,N,LZ_HOUSTON,LZ,Public Holiday,74,9860.33,17.16
11/11/2016,23,N,LZ_HOUSTON,LZ,Public Holiday,73,9458.16,15.44
11/11/2016,24,N,LZ_HOUSTON,LZ,Public Holiday,72,8894.79,14.5
11/12/2016,1,N,LZ_HOUSTON,LZ,Weekend,68,8458.19,15.82
11/12/2016,2,N,LZ_HOUSTON,LZ,Weekend,65,8172.64,13.79
11/12/2016,3,N,LZ_HOUSTON,LZ,Weekend,63,8044.8,13.45
11/12/2016,4,N,LZ_HOUSTON,LZ,Weekend,62,7965.22,13.29
11/12/2016,5,N,LZ_HOUSTON,LZ,Weekend,60,7950.82,13.1
11/12/2016,6,N,LZ_HOUSTON,LZ,Weekend,59,8075.23,13.62
11/12/2016,7,N,LZ_HOUSTON,LZ,Weekend,58,8347.45,14.35
11/12/2016,8,N,LZ_HOUSTON,LZ,Weekend,57,8551.09,16.17
11/12/2016,9,N,LZ_HOUSTON,LZ,Weekend,56,9051.31,18.39
11/12/2016,10,N,LZ_HOUSTON,LZ,Weekend,55,9504.18,18.68
11/12/2016,11,N,LZ_HOUSTON,LZ,Weekend,55,9933.54,19.55
11/12/2016,12,N,LZ_HOUSTON,LZ,Weekend,54,10331.2,20.09
11/12/2016,13,N,LZ_HOUSTON,LZ,Weekend,54,10650.47,20.01
11/12/2016,14,N,LZ_HOUSTON,LZ,Weekend,53,10861.48,20.55
11/12/2016,15,N,LZ_HOUSTON,LZ,Weekend,55,10881.56,20.21
11/12/2016,16,N,LZ_HOUSTON,LZ,Weekend,60,10737.83,19.92
11/12/2016,17,N,LZ_HOUSTON,LZ,Weekend,65,10561,19.86
11/12/2016,18,N,LZ_HOUSTON,LZ,Weekend,68,10684.95,54.33
11/12/2016,19,N,LZ_HOUSTON,LZ,Weekend,69,10771.47,20.04
11/12/2016,20,N,LZ_HOUSTON,LZ,Weekend,65,10536.56,19.59
11/12/2016,21,N,LZ_HOUSTON,LZ,Weekend,62,10350.57,19.51
11/12/2016,22,N,LZ_HOUSTON,LZ,Weekend,61,10005.61,17.98
11/12/2016,23,N,LZ_HOUSTON,LZ,Weekend,59,9584.37,17.86
11/12/2016,24,N,LZ_HOUSTON,LZ,Weekend,57,9104.24,16.96
11/13/2016,1,N,LZ_HOUSTON,LZ,Weekend,55,8669.84,16.89
11/13/2016,2,N,LZ_HOUSTON,LZ,Weekend,55,8362.48,15.79
11/13/2016,3,N,LZ_HOUSTON,LZ,Weekend,54,8136.35,13.81
11/13/2016,4,N,LZ_HOUSTON,LZ,Weekend,53,7981.24,13.33
11/13/2016,5,N,LZ_HOUSTON,LZ,Weekend,51,7926.56,13.06
11/13/2016,6,N,LZ_HOUSTON,LZ,Weekend,49,7983.42,13.08
11/13/2016,7,N,LZ_HOUSTON,LZ,Weekend,47,8122.13,13.36
11/13/2016,8,N,LZ_HOUSTON,LZ,Weekend,45,8158.22,13.95
11/13/2016,9,N,LZ_HOUSTON,LZ,Weekend,43,8569.89,15.32
11/13/2016,10,N,LZ_HOUSTON,LZ,Weekend,42,8924.81,16.82
11/13/2016,11,N,LZ_HOUSTON,LZ,Weekend,40,9194.4,15.79
11/13/2016,12,N,LZ_HOUSTON,LZ,Weekend,39,9346.94,15.56
11/13/2016,13,N,LZ_HOUSTON,LZ,Weekend,38,9411.46,16.08
11/13/2016,14,N,LZ_HOUSTON,LZ,Weekend,37,9446.12,16.25
11/13/2016,15,N,LZ_HOUSTON,LZ,Weekend,38,9474.59,16.77
11/13/2016,16,N,LZ_HOUSTON,LZ,Weekend,40,9501.24,16.89
11/13/2016,17,N,LZ_HOUSTON,LZ,Weekend,43,9539.17,17.38
11/13/2016,18,N,LZ_HOUSTON,LZ,Weekend,46,9859.04,19.32
11/13/2016,19,N,LZ_HOUSTON,LZ,Weekend,48,10219.27,18.48
11/13/2016,20,N,LZ_HOUSTON,LZ,Weekend,50,10154.59,17.95
11/13/2016,21,N,LZ_HOUSTON,LZ,Weekend,53,9901.74,17.74
11/13/2016,22,N,LZ_HOUSTON,LZ,Weekend,55,9521.05,16.45
11/13/2016,23,N,LZ_HOUSTON,LZ,Weekend,54,8995.6,13.41
11/13/2016,24,N,LZ_HOUSTON,LZ,Weekend,53,8437.58,7.98
11/14/2016,1,N,LZ_HOUSTON,LZ,Weekday,49,8010.16,10.83
11/14/2016,2,N,LZ_HOUSTON,LZ,Weekday,47,7821.88,1.84
11/14/2016,3,N,LZ_HOUSTON,LZ,Weekday,45,7761.26,9.9
11/14/2016,4,N,LZ_HOUSTON,LZ,Weekday,44,7801.89,8.75
11/14/2016,5,N,LZ_HOUSTON,LZ,Weekday,43,8028.31,12.74
11/14/2016,6,N,LZ_HOUSTON,LZ,Weekday,42,8581.67,13.31
11/14/2016,7,N,LZ_HOUSTON,LZ,Weekday,41,9335.22,15.09
11/14/2016,8,N,LZ_HOUSTON,LZ,Weekday,41,9467.13,15.65
11/14/2016,9,N,LZ_HOUSTON,LZ,Weekday,40,9715.28,18.41
11/14/2016,10,N,LZ_HOUSTON,LZ,Weekday,40,10073.67,19.38
11/14/2016,11,N,LZ_HOUSTON,LZ,Weekday,39,10441.22,20.19
11/14/2016,12,N,LZ_HOUSTON,LZ,Weekday,38,10791.98,25.06
11/14/2016,13,N,LZ_HOUSTON,LZ,Weekday,38,11064.68,20.12
11/14/2016,14,N,LZ_HOUSTON,LZ,Weekday,40,11351.67,23.89
11/14/2016,15,N,LZ_HOUSTON,LZ,Weekday,43,11580.14,20.64
11/14/2016,16,N,LZ_HOUSTON,LZ,Weekday,44,11695.49,21.99
11/14/2016,17,N,LZ_HOUSTON,LZ,Weekday,48,11641.44,21.32
11/14/2016,18,N,LZ_HOUSTON,LZ,Weekday,54,11551.61,28.71
11/14/2016,19,N,LZ_HOUSTON,LZ,Weekday,57,11579.14,28.18
11/14/2016,20,N,LZ_HOUSTON,LZ,Weekday,60,11364.18,20.49
11/14/2016,21,N,LZ_HOUSTON,LZ,Weekday,63,10994.55,19.91
11/14/2016,22,N,LZ_HOUSTON,LZ,Weekday,62,10466.98,19.33
11/14/2016,23,N,LZ_HOUSTON,LZ,Weekday,61,9772.95,17.34
11/14/2016,24,N,LZ_HOUSTON,LZ,Weekday,60,9057.43,14.33
11/15/2016,1,N,LZ_HOUSTON,LZ,Weekday,58,8660.24,15.11
11/15/2016,2,N,LZ_HOUSTON,LZ,Weekday,56,8395.81,13.92
11/15/2016,3,N,LZ_HOUSTON,LZ,Weekday,55,8259.04,13.12
11/15/2016,4,N,LZ_HOUSTON,LZ,Weekday,54,8223.5,12.73
11/15/2016,5,N,LZ_HOUSTON,LZ,Weekday,53,8387.2,13.38
11/15/2016,6,N,LZ_HOUSTON,LZ,Weekday,54,8983.61,19.37
11/15/2016,7,N,LZ_HOUSTON,LZ,Weekday,54,9743.42,18.65
11/15/2016,8,N,LZ_HOUSTON,LZ,Weekday,55,9898.71,17.77
11/15/2016,9,N,LZ_HOUSTON,LZ,Weekday,54,10192.93,18.68
11/15/2016,10,N,LZ_HOUSTON,LZ,Weekday,54,10578.57,23.78
11/15/2016,11,N,LZ_HOUSTON,LZ,Weekday,54,10998.37,27.69
11/15/2016,12,N,LZ_HOUSTON,LZ,Weekday,54,11434.41,22.34
11/15/2016,13,N,LZ_HOUSTON,LZ,Weekday,55,11819.66,30.89
11/15/2016,14,N,LZ_HOUSTON,LZ,Weekday,55,12256.08,38.49
11/15/2016,15,N,LZ_HOUSTON,LZ,Weekday,57,12563.31,26.56
11/15/2016,16,N,LZ_HOUSTON,LZ,Weekday,62,12650.01,45.15
11/15/2016,17,N,LZ_HOUSTON,LZ,Weekday,66,12411.93,36.95
11/15/2016,18,N,LZ_HOUSTON,LZ,Weekday,72,12089.05,21
11/15/2016,19,N,LZ_HOUSTON,LZ,Weekday,75,11883.77,20.92
11/15/2016,20,N,LZ_HOUSTON,LZ,Weekday,76,11446.85,19.89
11/15/2016,21,N,LZ_HOUSTON,LZ,Weekday,77,11004.42,19.35
11/15/2016,22,N,LZ_HOUSTON,LZ,Weekday,77,10434.01,17.29
11/15/2016,23,N,LZ_HOUSTON,LZ,Weekday,73,9690.91,16.42
11/15/2016,24,N,LZ_HOUSTON,LZ,Weekday,70,8987.44,15.19
11/16/2016,1,N,LZ_HOUSTON,LZ,Weekday,70,8473.95,12.91
11/16/2016,2,N,LZ_HOUSTON,LZ,Weekday,68,8216.13,2.24
11/16/2016,3,N,LZ_HOUSTON,LZ,Weekday,67,8064.19,0
11/16/2016,4,N,LZ_HOUSTON,LZ,Weekday,66,8032.84,3.14
11/16/2016,5,N,LZ_HOUSTON,LZ,Weekday,66,8248.02,11.86
11/16/2016,6,N,LZ_HOUSTON,LZ,Weekday,65,8838.64,15.6
11/16/2016,7,N,LZ_HOUSTON,LZ,Weekday,64,9616.3,38.04
11/16/2016,8,N,LZ_HOUSTON,LZ,Weekday,63,9788.61,16.49
11/16/2016,9,N,LZ_HOUSTON,LZ,Weekday,62,10074.16,17.4
11/16/2016,10,N,LZ_HOUSTON,LZ,Weekday,62,10466.76,18.76
11/16/2016,11,N,LZ_HOUSTON,LZ,Weekday,62,10873.44,19.99
11/16/2016,12,N,LZ_HOUSTON,LZ,Weekday,63,11280.95,19.12
11/16/2016,13,N,LZ_HOUSTON,LZ,Weekday,63,11727.25,19.65
11/16/2016,14,N,LZ_HOUSTON,LZ,Weekday,65,12215.73,18.93
11/16/2016,15,N,LZ_HOUSTON,LZ,Weekday,68,12563.21,19.26
11/16/2016,16,N,LZ_HOUSTON,LZ,Weekday,71,12737.17,19.15
11/16/2016,17,N,LZ_HOUSTON,LZ,Weekday,72,12530.94,19
11/16/2016,18,N,LZ_HOUSTON,LZ,Weekday,74,12306.08,18.29
11/16/2016,19,N,LZ_HOUSTON,LZ,Weekday,77,12255.28,17.77
11/16/2016,20,N,LZ_HOUSTON,LZ,Weekday,79,11898.73,17.79
11/16/2016,21,N,LZ_HOUSTON,LZ,Weekday,80,11492.58,17.65
11/16/2016,22,N,LZ_HOUSTON,LZ,Weekday,79,10921.22,16.31
11/16/2016,23,N,LZ_HOUSTON,LZ,Weekday,79,10142.7,13.61
11/16/2016,24,N,LZ_HOUSTON,LZ,Weekday,78,9382.38,4.36
11/17/2016,7,N,LZ_HOUSTON,LZ,Weekday,75,9878.03,14.23
11/17/2016,8,N,LZ_HOUSTON,LZ,Weekday,75,10061,14.66
11/17/2016,9,N,LZ_HOUSTON,LZ,Weekday,75,10459.57,16.25
11/17/2016,10,N,LZ_HOUSTON,LZ,Weekday,75,10990.62,16.62
11/17/2016,11,N,LZ_HOUSTON,LZ,Weekday,75,11502.13,16.97
11/17/2016,12,N,LZ_HOUSTON,LZ,Weekday,75,11865.73,17.45
11/17/2016,13,N,LZ_HOUSTON,LZ,Weekday,75,12268.31,18.46
11/17/2016,14,N,LZ_HOUSTON,LZ,Weekday,75,12678.69,18.87
11/17/2016,15,N,LZ_HOUSTON,LZ,Weekday,76,12808.23,19.03
11/17/2016,16,N,LZ_HOUSTON,LZ,Weekday,79,12750.54,19.15
11/17/2016,17,N,LZ_HOUSTON,LZ,Weekday,82,12574.79,17.87
11/17/2016,18,N,LZ_HOUSTON,LZ,Weekday,80,12448.35,18.19
11/17/2016,19,N,LZ_HOUSTON,LZ,Weekday,63,12519.03,17.97
11/17/2016,20,N,LZ_HOUSTON,LZ,Weekday,84,12311.5,17.98
11/17/2016,21,N,LZ_HOUSTON,LZ,Weekday,84,11980.85,17.48
11/17/2016,22,N,LZ_HOUSTON,LZ,Weekday,75,11515.24,17.61
11/17/2016,23,N,LZ_HOUSTON,LZ,Weekday,83,10776.72,16.46
11/17/2016,24,N,LZ_HOUSTON,LZ,Weekday,69,10098.68,16.23
11/18/2016,1,N,LZ_HOUSTON,LZ,Weekday,76,9577.66,16.01
11/18/2016,2,N,LZ_HOUSTON,LZ,Weekday,75,9239.09,16.66
11/18/2016,3,N,LZ_HOUSTON,LZ,Weekday,73,9021.7,16.04
11/18/2016,4,N,LZ_HOUSTON,LZ,Weekday,73,8898.03,15.13
11/18/2016,5,N,LZ_HOUSTON,LZ,Weekday,71,9012.17,14.1
11/18/2016,6,N,LZ_HOUSTON,LZ,Weekday,70,9560.8,15.96
11/18/2016,7,N,LZ_HOUSTON,LZ,Weekday,70,10304.83,17.69
11/18/2016,8,N,LZ_HOUSTON,LZ,Weekday,70,10480.6,16.64
11/18/2016,9,N,LZ_HOUSTON,LZ,Weekday,72,10863.41,17.05
11/18/2016,10,N,LZ_HOUSTON,LZ,Weekday,69,11360.17,16.66
11/18/2016,11,N,LZ_HOUSTON,LZ,Weekday,69,11770.25,17.85
11/18/2016,12,N,LZ_HOUSTON,LZ,Weekday,72,11990.34,21.93
11/18/2016,13,N,LZ_HOUSTON,LZ,Weekday,72,12285.2,21.02
11/18/2016,14,N,LZ_HOUSTON,LZ,Weekday,72,12493.7,22.25
11/18/2016,15,N,LZ_HOUSTON,LZ,Weekday,72,12249.41,19.05
11/18/2016,16,N,LZ_HOUSTON,LZ,Weekday,72,11691.04,15.67
11/18/2016,17,N,LZ_HOUSTON,LZ,Weekday,73,11178.15,15.93
11/18/2016,18,N,LZ_HOUSTON,LZ,Weekday,74,11046.89,18.56
11/18/2016,19,N,LZ_HOUSTON,LZ,Weekday,76,10822.45,18
11/18/2016,20,N,LZ_HOUSTON,LZ,Weekday,76,10463.22,15.85
11/18/2016,21,N,LZ_HOUSTON,LZ,Weekday,76,10148.15,14.97
11/18/2016,22,N,LZ_HOUSTON,LZ,Weekday,76,9756.63,14.96
11/18/2016,23,N,LZ_HOUSTON,LZ,Weekday,76,9283.43,14.28
11/18/2016,24,N,LZ_HOUSTON,LZ,Weekday,73,8768.74,13.78
11/19/2016,1,N,LZ_HOUSTON,LZ,Weekend,69,8312.89,16.28
11/19/2016,2,N,LZ_HOUSTON,LZ,Weekend,69,8047.8,16.51
11/19/2016,3,N,LZ_HOUSTON,LZ,Weekend,66,7906.16,16.93
11/19/2016,4,N,LZ_HOUSTON,LZ,Weekend,61,7864.07,16.95
11/19/2016,5,N,LZ_HOUSTON,LZ,Weekend,63,7928,17.53
11/19/2016,6,N,LZ_HOUSTON,LZ,Weekend,64,8119.01,17.7
11/19/2016,7,N,LZ_HOUSTON,LZ,Weekend,62,8389.94,18.26
11/19/2016,8,N,LZ_HOUSTON,LZ,Weekend,61,8563.13,17.95
11/19/2016,9,N,LZ_HOUSTON,LZ,Weekend,59,9033.22,19.13
11/19/2016,10,N,LZ_HOUSTON,LZ,Weekend,59,9379.28,19.24
11/19/2016,11,N,LZ_HOUSTON,LZ,Weekend,58,9501.71,19.61
11/19/2016,12,N,LZ_HOUSTON,LZ,Weekend,58,9486.94,19.48
11/19/2016,13,N,LZ_HOUSTON,LZ,Weekend,57,9400.3,19.36
11/19/2016,14,N,LZ_HOUSTON,LZ,Weekend,56,9296.09,19.02
11/19/2016,15,N,LZ_HOUSTON,LZ,Weekend,55,9203.1,18.07
11/19/2016,16,N,LZ_HOUSTON,LZ,Weekend,57,9169.34,17.96
11/19/2016,17,N,LZ_HOUSTON,LZ,Weekend,60,9144,18.01
11/19/2016,18,N,LZ_HOUSTON,LZ,Weekend,63,9455.6,19.68
11/19/2016,19,N,LZ_HOUSTON,LZ,Weekend,66,9772.51,19.56
11/19/2016,20,N,LZ_HOUSTON,LZ,Weekend,68,9714.64,18.64
11/19/2016,21,N,LZ_HOUSTON,LZ,Weekend,69,9641.95,18.04
11/19/2016,22,N,LZ_HOUSTON,LZ,Weekend,69,9422.31,17.05
11/19/2016,23,N,LZ_HOUSTON,LZ,Weekend,70,9150.01,16.69
11/19/2016,24,N,LZ_HOUSTON,LZ,Weekend,67,8865.79,15.01
11/20/2016,1,N,LZ_HOUSTON,LZ,Weekend,62,8621.5,4.57
11/20/2016,2,N,LZ_HOUSTON,LZ,Weekend,59,8493.32,7.17
11/20/2016,3,N,LZ_HOUSTON,LZ,Weekend,57,8398.39,8.68
11/20/2016,4,N,LZ_HOUSTON,LZ,Weekend,56,8366.92,11.48
11/20/2016,5,N,LZ_HOUSTON,LZ,Weekend,56,8439.47,10.49
11/20/2016,6,N,LZ_HOUSTON,LZ,Weekend,55,8595.41,10.76
11/20/2016,7,N,LZ_HOUSTON,LZ,Weekend,54,8878.08,15.59
11/20/2016,8,N,LZ_HOUSTON,LZ,Weekend,53,9050.23,16.46
11/20/2016,9,N,LZ_HOUSTON,LZ,Weekend,53,9397.29,18.48
11/20/2016,10,N,LZ_HOUSTON,LZ,Weekend,52,9517.61,18.29
11/20/2016,11,N,LZ_HOUSTON,LZ,Weekend,55,9441.67,18.26
11/20/2016,12,N,LZ_HOUSTON,LZ,Weekend,55,9303.02,19.3
11/20/2016,13,N,LZ_HOUSTON,LZ,Weekend,54,9166.81,18.45
11/20/2016,14,N,LZ_HOUSTON,LZ,Weekend,55,9071.45,18.25
11/20/2016,15,N,LZ_HOUSTON,LZ,Weekend,59,8953.99,17.63
11/20/2016,16,N,LZ_HOUSTON,LZ,Weekend,64,8947.44,17.49
11/20/2016,17,N,LZ_HOUSTON,LZ,Weekend,67,8979.48,18.17
11/20/2016,18,N,LZ_HOUSTON,LZ,Weekend,69,9364.19,19.46
11/20/2016,19,N,LZ_HOUSTON,LZ,Weekend,71,9804.59,18.97
11/20/2016,20,N,LZ_HOUSTON,LZ,Weekend,70,9766.08,17.66
11/20/2016,21,N,LZ_HOUSTON,LZ,Weekend,72,9650.48,17.67
11/20/2016,22,N,LZ_HOUSTON,LZ,Weekend,72,9425.84,17.63
11/20/2016,23,N,LZ_HOUSTON,LZ,Weekend,70,9015.28,16.64
11/20/2016,24,N,LZ_HOUSTON,LZ,Weekend,68,8562.62,14.45
11/21/2016,1,N,LZ_HOUSTON,LZ,Weekday,68,8246.77,13.92
11/21/2016,2,N,LZ_HOUSTON,LZ,Weekday,67,8120.72,14.23
11/21/2016,3,N,LZ_HOUSTON,LZ,Weekday,67,8090.91,14.35
11/21/2016,4,N,LZ_HOUSTON,LZ,Weekday,67,8154.4,15.76
11/21/2016,5,N,LZ_HOUSTON,LZ,Weekday,67,8424.56,16.58
11/21/2016,6,N,LZ_HOUSTON,LZ,Weekday,69,9001.35,17.39
11/21/2016,7,N,LZ_HOUSTON,LZ,Weekday,68,9667.94,18.33
11/21/2016,8,N,LZ_HOUSTON,LZ,Weekday,69,9888.98,18.34
11/21/2016,9,N,LZ_HOUSTON,LZ,Weekday,69,10064.5,19.49
11/21/2016,10,N,LZ_HOUSTON,LZ,Weekday,70,10161.15,19.63
11/21/2016,11,N,LZ_HOUSTON,LZ,Weekday,71,10252.65,19.69
11/21/2016,12,N,LZ_HOUSTON,LZ,Weekday,71,10358.09,19.59
11/21/2016,13,N,LZ_HOUSTON,LZ,Weekday,72,10388.71,19.48
11/21/2016,14,N,LZ_HOUSTON,LZ,Weekday,72,10488.31,19.02
11/21/2016,15,N,LZ_HOUSTON,LZ,Weekday,73,10575.31,18.58
11/21/2016,16,N,LZ_HOUSTON,LZ,Weekday,75,10575.16,18.4
11/21/2016,17,N,LZ_HOUSTON,LZ,Weekday,77,10566.68,18.97
11/21/2016,18,N,LZ_HOUSTON,LZ,Weekday,79,10774.22,19.23
11/21/2016,19,N,LZ_HOUSTON,LZ,Weekday,79,10971.24,18.14
11/21/2016,20,N,LZ_HOUSTON,LZ,Weekday,79,10773.77,17.4
11/21/2016,21,N,LZ_HOUSTON,LZ,Weekday,78,10532.78,17.12
11/21/2016,22,N,LZ_HOUSTON,LZ,Weekday,77,10138.82,16.35
11/21/2016,23,N,LZ_HOUSTON,LZ,Weekday,76,9566.77,11.64
11/21/2016,24,N,LZ_HOUSTON,LZ,Weekday,75,8911.56,0
11/22/2016,1,N,LZ_HOUSTON,LZ,Weekday,75,8384.82,0.12
11/22/2016,5,N,LZ_HOUSTON,LZ,Weekday,66,8221.13,16.62
11/22/2016,6,N,LZ_HOUSTON,LZ,Weekday,66,8694.75,18.07
11/22/2016,7,N,LZ_HOUSTON,LZ,Weekday,73,9323.11,19.43
11/22/2016,8,N,LZ_HOUSTON,LZ,Weekday,73,9586.96,19.41
11/22/2016,9,N,LZ_HOUSTON,LZ,Weekday,73,10060.26,20.09
11/22/2016,10,N,LZ_HOUSTON,LZ,Weekday,73,10556.66,25.77
11/22/2016,11,N,LZ_HOUSTON,LZ,Weekday,62,10980.08,20.5
11/22/2016,12,N,LZ_HOUSTON,LZ,Weekday,68,11232.2,19.55
11/22/2016,13,N,LZ_HOUSTON,LZ,Weekday,66,11477.15,19.38
11/22/2016,14,N,LZ_HOUSTON,LZ,Weekday,55,11726.87,19.02
11/22/2016,15,N,LZ_HOUSTON,LZ,Weekday,52,11811.34,18.49
11/22/2016,16,N,LZ_HOUSTON,LZ,Weekday,52,11735.4,18.19
11/22/2016,17,N,LZ_HOUSTON,LZ,Weekday,52,11508.31,19.47
11/22/2016,18,N,LZ_HOUSTON,LZ,Weekday,53,11706.67,33.97
11/22/2016,19,N,LZ_HOUSTON,LZ,Weekday,49,11844.33,20.86
